month,region,state,product,product_family,channel,dealer_cohort,units_mt,net_revenue_lakh,gross_margin_pct,discount_pct
2025-12-01,West,Maharashtra,DAP,Core fertiliser,Co-op,Stable core,615,5.93,16.6,4.8
2025-12-01,West,Gujarat,DAP,Core fertiliser,Agri clinic,Stable core,622,6,17.1,3.9
2025-12-01,West,Maharashtra,NPK 20-20,Complex fertiliser,Retailer,Stable core,566,6.52,17.9,3.4
2025-12-01,West,Rajasthan,NPK 20-20,Complex fertiliser,Distributor,New growth cohort,672,7.46,16.4,3.4
2025-12-01,West,Rajasthan,NPK 20-20,Complex fertiliser,Co-op,Stable core,595,6.6,17,4.4
2025-12-01,West,Rajasthan,NPK 20-20,Complex fertiliser,Agri clinic,Stable core,661,7.34,18.3,3.2
2025-12-01,West,Gujarat,NPK 12-32-16,Complex fertiliser,Retailer,New growth cohort,609,7.9,18.7,5
2025-12-01,West,Gujarat,NPK 12-32-16,Complex fertiliser,Distributor,New growth cohort,551,6.92,18.5,4.5
2025-12-01,West,Maharashtra,NPK 12-32-16,Complex fertiliser,Co-op,Stable core,716,8.99,16.9,3.8
2025-12-01,West,Maharashtra,NPK 12-32-16,Complex fertiliser,Agri clinic,New growth cohort,705,8.85,18.6,4
2025-12-01,West,Rajasthan,BioGro,Bio-stimulant,Retailer,Stable core,1014,14.62,17.5,4.9
2025-12-01,West,Rajasthan,BioGro,Bio-stimulant,Distributor,Stable core,987,13.82,18.9,3.3
2025-12-01,West,Gujarat,BioGro,Bio-stimulant,Co-op,New growth cohort,1033,14.46,18,4.4
2025-12-01,West,Rajasthan,BioGro,Bio-stimulant,Agri clinic,Stable core,955,13.37,18.4,3.2
2025-12-01,West,Rajasthan,CropShield,Core fertiliser,Retailer,New growth cohort,977,15.5,17.4,3.6
2025-12-01,West,Maharashtra,CropShield,Core fertiliser,Distributor,Stable core,931,14.38,17.8,4.8
2025-12-01,West,Gujarat,CropShield,Core fertiliser,Co-op,Stable core,827,12.78,18.9,3.7
2025-12-01,West,Gujarat,CropShield,Core fertiliser,Agri clinic,Stable core,777,12,19,4
2025-12-01,West,Gujarat,Specialty Zinc,Core fertiliser,Retailer,Stable core,807,13.98,18.8,3.7
2025-12-01,West,Maharashtra,Specialty Zinc,Core fertiliser,Distributor,Stable core,810,13.69,17.3,4.4
2025-12-01,West,Rajasthan,Specialty Zinc,Core fertiliser,Co-op,New growth cohort,746,12.61,16.6,4.9
2025-12-01,West,Rajasthan,Specialty Zinc,Core fertiliser,Agri clinic,Stable core,889,15.02,19.1,4.9
2025-12-01,South,Andhra Pradesh,Urea,Core fertiliser,Retailer,New growth cohort,529,4.56,17.8,3.3
2025-12-01,South,Karnataka,Urea,Core fertiliser,Distributor,Stable core,534,4.38,16.4,5
2025-12-01,South,Telangana,Urea,Core fertiliser,Co-op,Stable core,556,4.56,17,4.6
2025-12-01,South,Telangana,Urea,Core fertiliser,Agri clinic,New growth cohort,530,4.35,18.3,4.4
2025-12-01,South,Telangana,DAP,Core fertiliser,Retailer,Stable core,499,5.02,16.6,3.1
2025-12-01,South,Karnataka,DAP,Core fertiliser,Distributor,Stable core,615,5.93,18.3,5.1
2025-12-01,South,Karnataka,DAP,Core fertiliser,Co-op,New growth cohort,540,5.21,15.9,4.2
2025-12-01,South,Telangana,DAP,Core fertiliser,Agri clinic,New growth cohort,536,5.17,16.4,3.2
2025-12-01,South,Karnataka,NPK 20-20,Complex fertiliser,Retailer,New growth cohort,655,7.55,17.1,3.9
2025-12-01,South,Andhra Pradesh,NPK 20-20,Complex fertiliser,Distributor,Stable core,631,7,17.4,4.7
2025-12-01,South,Karnataka,NPK 20-20,Complex fertiliser,Co-op,New growth cohort,664,7.37,18.2,3.4
2025-12-01,South,Telangana,NPK 20-20,Complex fertiliser,Agri clinic,Stable core,672,7.46,18.4,4.9
2025-12-01,South,Karnataka,NPK 12-32-16,Complex fertiliser,Retailer,Stable core,579,7.51,17,4.1
2025-12-01,South,Andhra Pradesh,NPK 12-32-16,Complex fertiliser,Distributor,Stable core,676,8.48,17.5,4
2025-12-01,South,Karnataka,NPK 12-32-16,Complex fertiliser,Co-op,Stable core,713,8.95,17.5,4.2
2025-12-01,South,Telangana,NPK 12-32-16,Complex fertiliser,Agri clinic,New growth cohort,601,7.54,17.1,4.5
2025-12-01,South,Karnataka,BioGro,Bio-stimulant,Retailer,Stable core,953,13.74,19.9,3.4
2025-12-01,South,Andhra Pradesh,BioGro,Bio-stimulant,Distributor,New growth cohort,1114,15.6,19.9,3.2
2025-12-01,South,Karnataka,BioGro,Bio-stimulant,Co-op,New growth cohort,933,13.06,19.7,4.8
2025-12-01,South,Karnataka,BioGro,Bio-stimulant,Agri clinic,Stable core,1053,14.74,20.1,4.5
2025-12-01,South,Telangana,CropShield,Core fertiliser,Retailer,Stable core,858,13.62,17.3,4.8
2025-12-01,South,Telangana,CropShield,Core fertiliser,Distributor,New growth cohort,766,11.83,18.5,3.6
2025-12-01,South,Karnataka,CropShield,Core fertiliser,Co-op,Stable core,940,14.52,17.2,3.5
2025-12-01,South,Karnataka,CropShield,Core fertiliser,Agri clinic,New growth cohort,890,13.75,17.6,4.3
2025-12-01,South,Karnataka,Specialty Zinc,Core fertiliser,Retailer,New growth cohort,799,13.84,17.6,3.4
2025-12-01,South,Telangana,Specialty Zinc,Core fertiliser,Distributor,Stable core,812,13.72,16.9,4.3
2025-12-01,South,Telangana,Specialty Zinc,Core fertiliser,Co-op,New growth cohort,786,13.28,16.8,3.5
2025-12-01,South,Telangana,Specialty Zinc,Core fertiliser,Agri clinic,Stable core,848,14.33,16.2,4.8
2025-12-01,Central,Madhya Pradesh,Urea,Core fertiliser,Retailer,New growth cohort,529,4.56,17.4,3.5
2025-12-01,Central,Chhattisgarh,Urea,Core fertiliser,Distributor,Stable core,504,4.13,16.5,4.6
2025-12-01,Central,Madhya Pradesh,Urea,Core fertiliser,Co-op,New growth cohort,470,3.85,17.6,5.1
2025-12-01,Central,Madhya Pradesh,Urea,Core fertiliser,Agri clinic,New growth cohort,514,4.21,16.8,4.3
2025-12-01,Central,Madhya Pradesh,DAP,Core fertiliser,Retailer,Stable core,464,4.67,17.6,4.4
2025-12-01,Central,Madhya Pradesh,DAP,Core fertiliser,Distributor,New growth cohort,608,5.87,17.4,3.8
2025-12-01,Central,Chhattisgarh,DAP,Core fertiliser,Co-op,Stable core,474,4.57,18.9,5
2025-12-01,Central,Chhattisgarh,DAP,Core fertiliser,Agri clinic,New growth cohort,487,4.7,16.2,5
2025-12-01,Central,Chhattisgarh,NPK 20-20,Complex fertiliser,Retailer,Stable core,594,6.84,17.9,3.1
2025-12-01,Central,Chhattisgarh,NPK 20-20,Complex fertiliser,Distributor,Stable core,647,7.18,16.8,3.8
2025-12-01,Central,Madhya Pradesh,NPK 20-20,Complex fertiliser,Co-op,New growth cohort,497,5.52,18.1,3.2
2025-12-01,Central,Chhattisgarh,NPK 20-20,Complex fertiliser,Agri clinic,New growth cohort,560,6.22,16.8,5
2025-12-01,Central,Madhya Pradesh,NPK 12-32-16,Complex fertiliser,Retailer,New growth cohort,684,8.87,17.1,4.6
2025-12-01,Central,Chhattisgarh,NPK 12-32-16,Complex fertiliser,Distributor,Stable core,650,8.16,18.4,4.6
2025-12-01,Central,Chhattisgarh,NPK 12-32-16,Complex fertiliser,Co-op,Stable core,575,7.22,18.8,5.1
2025-12-01,Central,Chhattisgarh,NPK 12-32-16,Complex fertiliser,Agri clinic,New growth cohort,650,8.16,17.7,3.3
2025-12-01,Central,Chhattisgarh,BioGro,Bio-stimulant,Retailer,Stable core,904,13.04,18.2,3.3
2025-12-01,Central,Madhya Pradesh,BioGro,Bio-stimulant,Distributor,Stable core,925,12.95,18.4,3.3
2025-12-01,Central,Madhya Pradesh,BioGro,Bio-stimulant,Co-op,Stable core,1090,15.26,20.1,4.5
2025-12-01,Central,Madhya Pradesh,BioGro,Bio-stimulant,Agri clinic,Stable core,1062,14.87,18.2,4.6
2025-12-01,Central,Chhattisgarh,CropShield,Core fertiliser,Retailer,Stable core,744,11.81,16.7,4.6
2025-12-01,Central,Chhattisgarh,CropShield,Core fertiliser,Distributor,Stable core,856,13.23,16.6,4.5
2025-12-01,Central,Chhattisgarh,CropShield,Core fertiliser,Co-op,Stable core,894,13.81,17.5,3.5
2025-12-01,Central,Chhattisgarh,CropShield,Core fertiliser,Agri clinic,Stable core,920,14.21,17.3,4
2025-12-01,Central,Madhya Pradesh,Specialty Zinc,Core fertiliser,Retailer,Stable core,799,13.84,18.2,4.3
2025-12-01,Central,Madhya Pradesh,Specialty Zinc,Core fertiliser,Distributor,Stable core,755,12.76,18.9,4.2
2025-12-01,Central,Chhattisgarh,Specialty Zinc,Core fertiliser,Co-op,Stable core,786,13.28,17.2,3.6
2025-12-01,Central,Chhattisgarh,Specialty Zinc,Core fertiliser,Agri clinic,Stable core,797,13.47,16.8,3.3
2026-01-01,North,Punjab,Urea,Core fertiliser,Retailer,Stable core,328,2.83,18.7,5
2026-01-01,North,Uttar Pradesh,Urea,Core fertiliser,Distributor,At-risk FY24 cohort,180,1.48,17.3,6.9
2026-01-01,North,Punjab,Urea,Core fertiliser,Co-op,Stable core,318,2.61,18.1,4.3
2026-01-01,North,Uttar Pradesh,Urea,Core fertiliser,Agri clinic,New growth cohort,375,3.08,16.3,3.5
2026-01-01,North,Haryana,DAP,Core fertiliser,Retailer,Stable core,372,3.75,16,4.8
2026-01-01,North,Uttar Pradesh,DAP,Core fertiliser,Distributor,At-risk FY24 cohort,192,1.85,17.5,7.1
2026-01-01,North,Haryana,DAP,Core fertiliser,Co-op,Stable core,349,3.37,17.9,4.8
2026-01-01,North,Uttar Pradesh,DAP,Core fertiliser,Agri clinic,New growth cohort,366,3.53,17.7,4.5
2026-01-01,North,Haryana,NPK 20-20,Complex fertiliser,Retailer,Stable core,363,4.18,17.4,4
2026-01-01,North,Uttar Pradesh,NPK 20-20,Complex fertiliser,Distributor,At-risk FY24 cohort,203,2.25,18.2,7.4
2026-01-01,North,Uttar Pradesh,NPK 20-20,Complex fertiliser,Co-op,Stable core,456,5.06,18.3,4.3
2026-01-01,North,Haryana,NPK 20-20,Complex fertiliser,Agri clinic,New growth cohort,359,3.98,17.9,5
2026-01-01,North,Haryana,NPK 12-32-16,Complex fertiliser,Retailer,New growth cohort,407,5.28,18,4
2026-01-01,North,Haryana,NPK 12-32-16,Complex fertiliser,Distributor,At-risk FY24 cohort,202,2.54,17.7,5.9
2026-01-01,North,Haryana,NPK 12-32-16,Complex fertiliser,Co-op,Stable core,469,5.89,16.4,3.9
2026-01-01,North,Haryana,NPK 12-32-16,Complex fertiliser,Agri clinic,New growth cohort,453,5.69,18.2,3.2
2026-01-01,North,Haryana,BioGro,Bio-stimulant,Retailer,New growth cohort,827,11.93,18,3.4
2026-01-01,North,Haryana,BioGro,Bio-stimulant,Distributor,At-risk FY24 cohort,325,4.55,19.9,5.9
2026-01-01,North,Punjab,BioGro,Bio-stimulant,Co-op,Stable core,669,9.37,18.4,5.1
2026-01-01,North,Uttar Pradesh,BioGro,Bio-stimulant,Agri clinic,Stable core,652,9.13,17.4,3.9
2026-01-01,North,Uttar Pradesh,CropShield,Core fertiliser,Retailer,Stable core,593,9.41,19.3,3.9
2026-01-01,North,Punjab,CropShield,Core fertiliser,Distributor,At-risk FY24 cohort,273,4.22,16.8,6.7
2026-01-01,North,Uttar Pradesh,CropShield,Core fertiliser,Co-op,Stable core,670,10.35,17.2,3.9
2026-01-01,North,Haryana,CropShield,Core fertiliser,Agri clinic,Stable core,579,8.95,17.8,4.9
2026-01-01,North,Punjab,Specialty Zinc,Core fertiliser,Retailer,Stable core,515,8.92,16.2,3.8
2026-01-01,North,Punjab,Specialty Zinc,Core fertiliser,Distributor,At-risk FY24 cohort,295,4.99,18.4,7
2026-01-01,North,Uttar Pradesh,Specialty Zinc,Core fertiliser,Co-op,Stable core,613,10.36,18.8,4
2026-01-01,North,Uttar Pradesh,Specialty Zinc,Core fertiliser,Agri clinic,Stable core,497,8.4,17,4.9
2026-01-01,East,West Bengal,Urea,Core fertiliser,Retailer,New growth cohort,321,2.77,14.6,3.9
2026-01-01,East,Bihar,Urea,Core fertiliser,Distributor,At-risk FY24 cohort,166,1.36,15.2,6.8
2026-01-01,East,West Bengal,Urea,Core fertiliser,Co-op,Stable core,368,3.02,15.7,3.6
2026-01-01,East,Bihar,Urea,Core fertiliser,Agri clinic,Stable core,336,2.76,15.5,4.3
2026-01-01,East,West Bengal,DAP,Core fertiliser,Retailer,Stable core,420,4.23,15.7,3.1
2026-01-01,East,Bihar,DAP,Core fertiliser,Distributor,At-risk FY24 cohort,202,1.95,15.1,6.1
2026-01-01,East,Bihar,DAP,Core fertiliser,Co-op,New growth cohort,434,4.19,16.8,3.7
2026-01-01,East,West Bengal,DAP,Core fertiliser,Agri clinic,Stable core,360,3.47,15.8,4.5
2026-01-01,East,West Bengal,NPK 20-20,Complex fertiliser,Retailer,Stable core,414,4.77,16.3,3.7
2026-01-01,East,Odisha,NPK 20-20,Complex fertiliser,Distributor,At-risk FY24 cohort,236,2.62,15.6,5.5
2026-01-01,East,Bihar,NPK 20-20,Complex fertiliser,Co-op,Stable core,401,4.45,16.6,3.5
2026-01-01,East,West Bengal,NPK 20-20,Complex fertiliser,Agri clinic,New growth cohort,392,4.35,16.2,3.1
2026-01-01,East,Bihar,NPK 12-32-16,Complex fertiliser,Retailer,Stable core,417,5.41,14.2,3.3
2026-01-01,East,West Bengal,NPK 12-32-16,Complex fertiliser,Distributor,At-risk FY24 cohort,226,2.84,14.3,5.6
2026-01-01,East,West Bengal,NPK 12-32-16,Complex fertiliser,Co-op,Stable core,447,5.61,15.4,3.2
2026-01-01,East,Odisha,NPK 12-32-16,Complex fertiliser,Agri clinic,Stable core,422,5.3,14.9,4.3
2026-01-01,East,Bihar,BioGro,Bio-stimulant,Retailer,Stable core,830,11.97,17.5,3.5
2026-01-01,East,West Bengal,BioGro,Bio-stimulant,Distributor,At-risk FY24 cohort,445,6.23,17,6.2
2026-01-01,East,West Bengal,BioGro,Bio-stimulant,Co-op,New growth cohort,901,12.61,16.9,4.1
2026-01-01,East,Odisha,BioGro,Bio-stimulant,Agri clinic,New growth cohort,724,10.14,16.5,4
2026-01-01,East,West Bengal,CropShield,Core fertiliser,Retailer,New growth cohort,656,10.41,16.2,3.2
2026-01-01,East,Odisha,CropShield,Core fertiliser,Distributor,At-risk FY24 cohort,347,5.36,15.3,6
2026-01-01,East,Bihar,CropShield,Core fertiliser,Co-op,New growth cohort,717,11.08,16.2,3.7
2026-01-01,East,West Bengal,CropShield,Core fertiliser,Agri clinic,Stable core,731,11.29,16.5,3.8
2026-01-01,East,West Bengal,Specialty Zinc,Core fertiliser,Retailer,Stable core,584,10.11,15.8,4.1
2026-01-01,East,Odisha,Specialty Zinc,Core fertiliser,Distributor,At-risk FY24 cohort,276,4.66,16.2,6.3
2026-01-01,East,West Bengal,Specialty Zinc,Core fertiliser,Co-op,Stable core,570,9.63,17,3.6
2026-01-01,East,Odisha,Specialty Zinc,Core fertiliser,Agri clinic,Stable core,602,10.17,15.5,3.1
2026-01-01,West,Gujarat,Urea,Core fertiliser,Retailer,Stable core,574,4.95,16.9,4.2
2026-01-01,West,Rajasthan,Urea,Core fertiliser,Distributor,Stable core,570,4.67,17.5,4.5
2026-01-01,West,Rajasthan,Urea,Core fertiliser,Co-op,Stable core,467,3.83,18.3,3.5
2026-01-01,West,Rajasthan,Urea,Core fertiliser,Agri clinic,Stable core,595,4.88,17.1,4.6
2026-01-01,West,Gujarat,DAP,Core fertiliser,Retailer,Stable core,520,5.24,18.2,3.4
2026-01-01,West,Rajasthan,DAP,Core fertiliser,Distributor,Stable core,679,6.55,18.5,5.1
2026-01-01,West,Gujarat,DAP,Core fertiliser,Co-op,Stable core,564,5.44,17.4,4.6
2026-01-01,West,Maharashtra,DAP,Core fertiliser,Agri clinic,Stable core,553,5.34,17.2,3.3
2026-01-01,West,Maharashtra,NPK 20-20,Complex fertiliser,Retailer,Stable core,650,7.49,16.5,4.4
2026-01-01,West,Maharashtra,NPK 20-20,Complex fertiliser,Distributor,Stable core,610,6.77,16.4,3.5
2026-01-01,West,Maharashtra,NPK 20-20,Complex fertiliser,Co-op,Stable core,617,6.85,18.7,4.5
2026-01-01,West,Maharashtra,NPK 20-20,Complex fertiliser,Agri clinic,Stable core,686,7.61,16.9,3.1
2026-01-01,West,Rajasthan,NPK 12-32-16,Complex fertiliser,Retailer,New growth cohort,723,9.38,16.9,3.5
2026-01-01,West,Rajasthan,NPK 12-32-16,Complex fertiliser,Distributor,Stable core,688,8.63,17.8,4.7
2026-01-01,West,Maharashtra,NPK 12-32-16,Complex fertiliser,Co-op,New growth cohort,752,9.44,18.4,3.2
2026-01-01,West,Maharashtra,NPK 12-32-16,Complex fertiliser,Agri clinic,Stable core,737,9.25,18,5.1
2026-01-01,West,Maharashtra,BioGro,Bio-stimulant,Retailer,Stable core,1157,16.68,19.4,4.6
2026-01-01,West,Rajasthan,BioGro,Bio-stimulant,Distributor,Stable core,1270,17.78,18.4,3.4
2026-01-01,West,Rajasthan,BioGro,Bio-stimulant,Co-op,Stable core,1248,17.47,20,4.8
2026-01-01,West,Rajasthan,BioGro,Bio-stimulant,Agri clinic,New growth cohort,1206,16.88,17.7,4
2026-01-01,West,Gujarat,CropShield,Core fertiliser,Retailer,Stable core,933,14.81,17.1,3.5
2026-01-01,West,Rajasthan,CropShield,Core fertiliser,Distributor,Stable core,1040,16.07,18.5,3.4
2026-01-01,West,Maharashtra,CropShield,Core fertiliser,Co-op,Stable core,856,13.23,17.9,4.6
2026-01-01,West,Rajasthan,CropShield,Core fertiliser,Agri clinic,New growth cohort,959,14.82,16.5,4.7
2026-01-01,West,Gujarat,Specialty Zinc,Core fertiliser,Retailer,Stable core,829,14.36,18.9,4.8
2026-01-01,West,Rajasthan,Specialty Zinc,Core fertiliser,Distributor,New growth cohort,886,14.97,18.8,4.2
2026-01-01,West,Maharashtra,Specialty Zinc,Core fertiliser,Co-op,New growth cohort,973,16.44,17.7,4.8
2026-01-01,West,Maharashtra,Specialty Zinc,Core fertiliser,Agri clinic,Stable core,784,13.25,16.4,3.3
2026-01-01,South,Karnataka,Urea,Core fertiliser,Retailer,Stable core,510,4.4,18.5,3.6
2026-01-01,South,Telangana,Urea,Core fertiliser,Distributor,Stable core,492,4.03,17.2,4.1
2026-01-01,South,Andhra Pradesh,Urea,Core fertiliser,Co-op,Stable core,487,3.99,18.7,3.3
2026-01-01,South,Andhra Pradesh,Urea,Core fertiliser,Agri clinic,Stable core,532,4.36,18.6,4.2
2026-01-01,South,Telangana,DAP,Core fertiliser,Retailer,Stable core,623,6.27,18.8,4.1
2026-01-01,South,Telangana,DAP,Core fertiliser,Distributor,Stable core,617,5.95,17.4,4.5
2026-01-01,South,Telangana,DAP,Core fertiliser,Co-op,Stable core,652,6.29,16.2,5
2026-01-01,South,Andhra Pradesh,DAP,Core fertiliser,Agri clinic,New growth cohort,658,6.35,18.8,3.7
2026-01-01,South,Karnataka,NPK 20-20,Complex fertiliser,Retailer,New growth cohort,566,6.52,18.5,4.3
2026-01-01,South,Karnataka,NPK 20-20,Complex fertiliser,Distributor,Stable core,725,8.05,18.3,4
2026-01-01,South,Andhra Pradesh,NPK 20-20,Complex fertiliser,Co-op,Stable core,590,6.55,18.1,3.9
2026-01-01,South,Telangana,NPK 20-20,Complex fertiliser,Agri clinic,New growth cohort,599,6.65,16.4,3.8
2026-01-01,South,Telangana,NPK 12-32-16,Complex fertiliser,Retailer,Stable core,745,9.66,16.6,4.6
2026-01-01,South,Andhra Pradesh,NPK 12-32-16,Complex fertiliser,Distributor,Stable core,652,8.18,16.1,4.6
2026-01-01,South,Telangana,NPK 12-32-16,Complex fertiliser,Co-op,Stable core,627,7.87,17.8,4.1
2026-01-01,South,Karnataka,NPK 12-32-16,Complex fertiliser,Agri clinic,Stable core,631,7.92,17.5,4.4
2026-01-01,South,Karnataka,BioGro,Bio-stimulant,Retailer,Stable core,1235,17.81,20.3,3.9
2026-01-01,South,Karnataka,BioGro,Bio-stimulant,Distributor,New growth cohort,1191,16.67,18.1,4.1
2026-01-01,South,Karnataka,BioGro,Bio-stimulant,Co-op,Stable core,1023,14.32,17.9,4.5
2026-01-01,South,Telangana,BioGro,Bio-stimulant,Agri clinic,Stable core,1033,14.46,18.6,4.1
2026-01-01,South,Telangana,CropShield,Core fertiliser,Retailer,Stable core,937,14.87,16.6,3.8
2026-01-01,South,Karnataka,CropShield,Core fertiliser,Distributor,New growth cohort,1061,16.39,19,3.7
2026-01-01,South,Andhra Pradesh,CropShield,Core fertiliser,Co-op,Stable core,993,15.34,19.2,3.9
2026-01-01,South,Karnataka,CropShield,Core fertiliser,Agri clinic,New growth cohort,903,13.95,17.5,3.8
2026-01-01,South,Telangana,Specialty Zinc,Core fertiliser,Retailer,New growth cohort,798,13.82,17.3,4.6
2026-01-01,South,Karnataka,Specialty Zinc,Core fertiliser,Distributor,New growth cohort,846,14.3,16.3,4.8
2026-01-01,South,Karnataka,Specialty Zinc,Core fertiliser,Co-op,Stable core,944,15.95,17.8,4.2
2026-01-01,South,Karnataka,Specialty Zinc,Core fertiliser,Agri clinic,Stable core,916,15.48,17.3,5
2026-01-01,Central,Chhattisgarh,Urea,Core fertiliser,Retailer,New growth cohort,547,4.72,17.4,3.4
2026-01-01,Central,Chhattisgarh,Urea,Core fertiliser,Distributor,Stable core,555,4.55,18.2,3.3
2026-01-01,Central,Chhattisgarh,Urea,Core fertiliser,Co-op,New growth cohort,506,4.15,16.4,4.3
2026-01-01,Central,Madhya Pradesh,Urea,Core fertiliser,Agri clinic,Stable core,531,4.35,15.9,4
2026-01-01,Central,Chhattisgarh,DAP,Core fertiliser,Retailer,Stable core,613,6.17,18.2,3.6
2026-01-01,Central,Chhattisgarh,DAP,Core fertiliser,Distributor,Stable core,607,5.86,16.9,4.2
2026-01-01,Central,Madhya Pradesh,DAP,Core fertiliser,Co-op,Stable core,579,5.59,17.1,4.7
2026-01-01,Central,Chhattisgarh,DAP,Core fertiliser,Agri clinic,Stable core,508,4.9,18.9,3.6
2026-01-01,Central,Chhattisgarh,NPK 20-20,Complex fertiliser,Retailer,Stable core,598,6.89,18.6,3.2
2026-01-01,Central,Madhya Pradesh,NPK 20-20,Complex fertiliser,Distributor,New growth cohort,557,6.18,18.7,4.6
2026-01-01,Central,Madhya Pradesh,NPK 20-20,Complex fertiliser,Co-op,Stable core,561,6.23,16.8,3.5
2026-01-01,Central,Chhattisgarh,NPK 20-20,Complex fertiliser,Agri clinic,Stable core,650,7.22,17.9,4.9
2026-01-01,Central,Madhya Pradesh,NPK 12-32-16,Complex fertiliser,Retailer,Stable core,740,9.6,17.5,4.3
2026-01-01,Central,Madhya Pradesh,NPK 12-32-16,Complex fertiliser,Distributor,Stable core,663,8.32,17.9,3.9
2026-01-01,Central,Madhya Pradesh,NPK 12-32-16,Complex fertiliser,Co-op,New growth cohort,715,8.97,17,4.1
2026-01-01,Central,Chhattisgarh,NPK 12-32-16,Complex fertiliser,Agri clinic,Stable core,724,9.09,16.4,3.4
2026-01-01,Central,Chhattisgarh,BioGro,Bio-stimulant,Retailer,Stable core,975,14.06,19.3,3.2
2026-01-01,Central,Madhya Pradesh,BioGro,Bio-stimulant,Distributor,Stable core,1256,17.58,18.9,4.3
2026-01-01,Central,Chhattisgarh,BioGro,Bio-stimulant,Co-op,Stable core,1130,15.82,18,4.1
2026-01-01,Central,Madhya Pradesh,BioGro,Bio-stimulant,Agri clinic,Stable core,1121,15.69,19.7,4
2026-01-01,Central,Madhya Pradesh,CropShield,Core fertiliser,Retailer,Stable core,852,13.52,17.1,4.3
2026-01-01,Central,Madhya Pradesh,CropShield,Core fertiliser,Distributor,Stable core,890,13.75,18.3,5
2026-01-01,Central,Chhattisgarh,CropShield,Core fertiliser,Co-op,Stable core,919,14.2,18.7,4.2
2026-01-01,Central,Madhya Pradesh,CropShield,Core fertiliser,Agri clinic,Stable core,895,13.83,18.4,4.8
2026-01-01,Central,Chhattisgarh,Specialty Zinc,Core fertiliser,Retailer,Stable core,782,13.54,18.9,4.4
2026-01-01,Central,Madhya Pradesh,Specialty Zinc,Core fertiliser,Distributor,Stable core,949,16.04,19.1,4.1
2026-01-01,Central,Madhya Pradesh,Specialty Zinc,Core fertiliser,Co-op,New growth cohort,760,12.84,17.9,4.6
2026-01-01,Central,Madhya Pradesh,Specialty Zinc,Core fertiliser,Agri clinic,Stable core,901,15.23,16.4,4.2
2026-02-01,North,Uttar Pradesh,Urea,Core fertiliser,Retailer,Stable core,344,2.97,17.5,4.3
2026-02-01,North,Uttar Pradesh,Urea,Core fertiliser,Distributor,At-risk FY24 cohort,188,1.54,17.6,6
2026-02-01,North,Haryana,Urea,Core fertiliser,Co-op,New growth cohort,346,2.84,17.9,4.3
2026-02-01,North,Uttar Pradesh,Urea,Core fertiliser,Agri clinic,Stable core,405,3.32,17.3,3.9
2026-02-01,North,Uttar Pradesh,DAP,Core fertiliser,Retailer,New growth cohort,462,4.65,16.9,4.9
